COD.ART,DESCRIPTION,BARCODE,
PA242,Twin Button Set on Metal Plate for PA111/PA121 Brushed Chrome,9340379004058,
PA243,Remote Twin Button Set for PA111/PA121 Brushed Chrome PVD,9340379002658,
PA244,Push plate Black Glass,9340379022892,
PA245,Push plate White Glass,9340379022861,
PA245.41,Twin Button Set on White Glass for PA111/PA121 Brushed Nickel PVD,9340379002856,
PA245.43,Twin Button Set on White Glass for PA111/PA121 Polished Nickel PVD,9340379002863,
PA245.46,Twin Button Set on White Glass for PA111/PA121 Brushed Brass PVD,9340379002849,
PA246.50,Twin Button Set on Fucile Glass Plate for PA111/PA121 Fucile Buttons,9340379003990,
PA247,Twin Button Set on Metal Plate for PA111/PA121 Brushed Brass PVD,9340379002818,
PA250,Remote Twin Button Set for PA136/PA141 Chrome,9340379002702,
PA250.01,Push plate Matt White,9340379022786,
PA250.02,Remote Twin Button Set for PA136/PA141 Matt Black,9340379002795,
PA250.41,Remote Twin Button Set for PA136/PA141 Brushed Nickel PVD,9340379007523,
PA250.46,Remote Twin Button Set for PA136/PA141 Brushed Brass PVD,9340379007462,
PA250.50,Remote Twin Button Set for PA136/PA141 Fucile,9340379007479,
PA251,Twin Button Set on Metal Plate for PA136/PA141 Chrome,9340379002696,
PA251.43,Twin Button Set on Metal Plate for PA136/PA141 Polished Nickel,9340379002672,
PA252,Twin Button Set on Metal Plate for PA136/PA141 Brushed Chrome,9340379004065,
PA253,Remote Twin Button Set for PA136/PA141 Brushed Chrome PVD,9340379002665,
PA254,Twin Button Set on Glass Plate for PA136/PA141 Black,9340379002719,
PA255,Twin Button Set on Glass Plate for PA136/PA141 White,9340379002726,
PA256,Twin Button Set on Glass Plate for PA136/PA141 Fucile,9340379004003,
PA257,ÿTwin Button Set on Metal Plate for PA136/PA141 Brushed Brass PVD,9340379025527,
PA260,Chrome,9340379025763,
PA260.01,Remote Twin Accessible Raised Button Set for PA111/PA121 Matt White,9340379002771,
PA261,Twin Raised Accessible Button Set on Metal Plate for PA111/PA121 Chrome,9340379002832,
PA262,Twin Raised Accessible Button Set on Metal Plate PA111/PA121 Brushed Chrome,9340379004072,
PA262.41,Twin Raised Accessible Button Set on Metal Plate PA111/PA121 Brushed Nickel,9340379002870,
PA262.50,Twin Raised Accessible Button Set on Metal Plate PA111/PA121 Fucile,9340379002566,
PA264,Twin Raised Accessible Button Set on Glass Plate for PA111/PA121 Black,9340379098644,
PA265,Twin Raised Accessible Button Set on Glass Plate for PA111/121 White,9340379002634,
PA270,Blade Sensor Function Flush Panel,9340379025756,
PB-1000MS-MW,Pure Bianco 1000 Mirror Cabinet (Matt White),9340379016501,
PB-1000-MW,Pure Bianco 1000 Wall Cabinet (Matt White) w/Ceramic Top 0TH,9340379016457,
PB-1200D-MW,Pure Bianco 1200 Wall Cabinet (Matt Wh) w/DOUBLE Ceramic Top 0TH,9340379016464,
PB-1200MS-MW,Pure Bianco 1200 Mirror Cabinet (Matt White),9340379016518,
PB-1200S-MW,Pure Bianco 1200 Wall Cabinet (Matt Wh) w/SINGLE Ceramic Top 0TH,9340379016471,
PB-330SS-MW,Pure Bianco 330 Side Storage Unit (Matt White),9340379016525,
PB-600MS-MW,Pure Bianco 600 Mirror Cabinet (Matt White),9340379016532,
PB-600-MW,Pure Bianco 600 Wall Cabinet (Matt White) w/Ceramic Top 0TH,9340379016488,
PB-800MS-MW,Pure Bianco 800 Mirror Cabinet (Matt White),9340379016549,
PB-800-MW,Pure Bianco 800 Wall Cabinet (Matt White) w/Ceramic Top 0TH,9340379016495,
PC.00.CH.140,Envy Cross Top Assemblies Pewter,9340379015313,
PC.00W.CH.01,Envy Cross Top Assemblies Only Matt White,9340379015610,
PC.00W.CH.140,Envy Cross Top Assemblies Only Pewter,9340379015627,
PC.00W.CH.50,Envy Cross Top Assemblies Only Fucile,9340379015177,
PC.01-3W190.140,Envy Cross Wall Basin/Bath Set with 190mm Spout Pewter,9340379015320,
PC.01-3W190-D.140,Envy Cross Wall Basin/Bath Set with 190mm Spout Pewter,9340379015634,
PE.01-1H,Elli Basin Mixer,9340379010929,
PE.01-1H.01,Elli Basin Mixer Matt White,9340379012015,
PE.01-1H.02,Elli Basin Mixer Matt Black,9340379012008,
PE.01-1H.41,Elli Basin Mixer Brushed Nickel PVD,9340379007257,
PE.01-1H.46,Elli Basin Mixer Brushed Brass PVD,9340379001286,
PE.01-1HB,Elli Bidet Mixer,9340379012169,
PE.01-1HH,Elli High Basin Mixer,9340379011094,
PE.01-2E190-D,Dress Fittings for Elli Wall Mixer with 190mm Spout,9340379011360,
PE.01-2E190-D.02,Dress Fittings for Elli Wall Mixer with 190mm Spout Matt Black,9340379011193,
PE.01-2E190-D.41,Dress Fittings for Elli Wall Mixer with 190mm Spout Brushed Nickel PVD,9340379001231,
PE.01-2E190-D.46,Dress Fittings for Elli Wall Mixer with 190mm Spout Brushed Brass PVD,9340379001293,
PE.02WF190,Elli / L'Hotel Wall Spout 190mm,9340379011995,
PE.02WF190.02,Elli Wall Spout 190mm Matt Black,9340379012190,
PE.02WF190.131,Elli Wall Spout 190mm Brushed Chrome,9340379012183,
PE.02WF190.41,Elli Wall Spout 190mm Brushed Nickel,9340379007264,
PE.04-D,Dress Fittings for Elli Diverter Wall Mixer,9340379011353,
PE.04-D.02,Dress Fittings for Elli Diverter Wall Mixer Matt Black,9340379002269,
PE.04-D.41,Dress Fittings for Elli Diverter Wall Mixer Brushed Nickel PVD,9340379001217,
PE.04-D.46,Dress Fittings for Elli Diverter Wall Mixer Brushed Brass PVD,9340379018734,
PE.04-D1,Dress Fittings for Elli Diverter Wall Mixer (Red/Blue),9340379011377,
PE.05-D,Dress Fittings for Elli Wall Mixer,9340379011346,
PE.05-D.02,Dress Fittings for Elli Wall Mixer Matt Black,9340379011186,
PE.05-D.131,Dress Fittings for Elli Wall Mixer Brushed Chrome,9340379012268,
PE.05-D.41,Dress Fittings for Elli Wall Mixer Brushed Nickel PVD,9340379007271,
PE.05-D.46,Dress Fittings for Elli Wall Mixer with 190mm Spout Brushe Brass PVD,9340379001309,
PE.05-D1,Dress Fittings for Elli Wall Mixer (Red/Blue),9340379011384,
PE.07-1H.50,Elli Kitchen Mixer Fucile,9340379029914,
PE.07-1HR,Elli Kitchen Mixer with Round Spout,9340379011391,
PE.07-1HR.02,Elli Kitchen Mixer with Round Spout Matt Black,9340379018635,
PE.07-1HR.143,Elli Kitchen Mixer with Round Spout Polished Nickel,9340379015115,
PE.07-1HR.41,Elli Kitchen Mixer with Round Spout Brushed Nickel PVD,9340379018659,
PE.07-1HR.46,Elli Kitchen Mixer with Round Spout Brushed Brass PVD,9340379018642,
PE.07-1HR.48,Elli Kitchen Mixer with Round Spout Matt Bronze PVD,9340379020935,
PE.07-1HRO.02,Elli Kitchen Mixer with Round Spout Pull Out Spray Matt Black,9340379018338,
PE.07-1HS,Elli Kitchen Mixer with Square Spout,9340379011285,
PF-120DR-MW,Pure Frame 120 Floor Cabinet 2 Drawers (MW) with Marble Top 1TH,9340379014163,
PF-120-MW,Pure Frame 120 Floor Cabinet (MW) with Marble Top 1TH,9340379017621,
PF-90DR-MW,Pure Frame 90 Floor Cabinet 1 Drawer (MW) with Marble Top 1TH,9340379014156,
PK4035.50,Quadro Single Bowl 400x350x150mm Fucile,9340379024834,
PK4444,Quadro Sink Single Bowl 440x440x200mm S/S ,9340379019960,
PK4444.46,Quadro Sink Single Bowl 440x440x200mm Brushed Brass PVD,9340379024858,
PK4444.50,Quadro Sink Single Bowl 440x440x200mm Fucile PVD,9340379024865,
PK4446OF,Quadro Sink Single Bowl with Overflow 440x440x200mm S/S ,9340379019939,
PK5350,Quadro Sink Single Bowl Inset 1th 530x500x200mm S/S ,9340379020249,
PK5544,Quadro Sink Single Bowl Inset 550x440x200mm S/S ,9340379095087,
PK5544.46,Quadro Sink Single Bowl Inset 550x440x200mm Brushed Brass PVD,9340379095070,
PK5544.50,Quadro Sink Single Bowl Inset 550x440x200mm Fucile PVD,9340379095063,
PK6040.50,Quadro Sink Single Bowl 600x400x130mm Fucile PVD,9340379024841,
PK6744L,Quadro Sink 1&1/2 Bowl L/H 670x440x200mm S/S,9340379019984,
PK6744L.46,Quadro Sink 1&1/2 Bowl L/H 670x440x200mm Brushed Brass PVD,9340379024872,
PK6744L.50,Quadro Sink 1&1/2 Bowl L/H 670x440x200mm Fucile PVD,9340379024889,
PK6744R,Quadro Sink 1&1/2 Bowl R/H 670x440x200mm S/S,9340379019991,
PK6744R.50,Quadro Sink 1&1/2 Bowl R/H 670x440x200mm Fucile PVD,9340379095094,
PK7644L.46,Quadro Sink 1 & 3/4 Bowl L/H 765x440+200mm Brushed Brass PVD,9340379024919,
PK7644L.50,Quadro Sink 1 & 3/4 Bowl L/H 765x440+200mm Fucile PVD,9340379024926,
PK8644,Quadro Sink Double Bowl 865x440x200mm S/S,9340379019977,
PK8644.46,Quadro Sink Double Bowl 865x440x200mm Brushed Brass PVD,9340379024896,
PK8644.50,Quadro Sink Double Bowl 865x440x200mm Fucile PVD,9340379024902,
PL.01-3HS,Envy Lever Exposed Basin Set w/Round Swivel Spout,9340379018857,
PL.07-2H,Envy Lever Exposed Kitchen Set w/Swivel Spout,9340379018840,
PL.SR.22,Envy Lever Sliding Rail with Hand Shower Brushed Black Chrome PVD,9340379012886,
PL.SR.31,Envy Lever Sliding Rail with Hand Shower Brushed Chrome,9340379015443,
PL.SR.41,Envy Lever Sliding Rail with Hand Shower Brushed Nickel,9340379017904,
PL.SR.46,Envy Lever Sliding Rail with Hand Shower Brushed Brass PVD,9340379001392,
PL.SR.50,Envy Lever Sliding Rail with Hand Shower Fucile,9340379018376,
PL-1000-2L,Pure Luce Progressive LED Mirror 1000x800mm,9340379016136,
PL-1200-2L,Pure Luce Progressive LED Mirror 1200x800mm,9340379016143,
PL-800-2L,Pure Luce Progressive LED Mirror 800x600mm,9340379016129,
PM.001,Tondo Mirror (D.800mm),9340379014958,
PM.002,Envy Mirror (H900x600mm),9340379014934,
PM.006,Laser 1200 Mirror (H800x1200mm),9340379014866,
PM.010,Laser 800 Mirror (H800x800mm),9340379014804,
PM.011,Laser 1000 Mirror (H800x1000mm),9340379014811,
PM.012,Star 80 Mirror w/Magnifier (H800x800mm),9340379014798,
PM.013,Star 120 Mirror w/Magnifier (H800x1200mm),9340379014781,
PM.014B,Urban 1000 Mirror 1000x800 w/Black Frame,9340379014972,
PM.015H,Loop 100 Horizontal Mirror 1000x700 (Oval),9340379014767,
PM.015V,Loop 100 Vertical Mirror 1000x700 (Oval),9340379014743,
PM.016H,Loop 120 Horizontal Mirror 1200x700 (Oval),9340379014750,
PM.016V,Loop 120 Vertical Mirror 1200x700 (Oval),9340379014736,
PM.017,Star 100 Mirror w/Magnifier (H800x1000mm),9340379014965,
PM.022B,Urban 600 Mirror 600x800 w/Black Frame,9340379017980,
PM.023B,Urban 800 Mirror 800x800 w/Black Frame,9340379017997,
PM.024B,Urban 1200 Mirror 1200x800 w/Black Frame,9340379018000,
PMP145,Slim II Undercounter Basin (w/ brackets),9340379095032,
PMP1501,Quasar Semi Recessed Basin (with Tap Landing) 1Tap Hole,9340379001675,
PMP205,Envy II Undercounter Basin,9340379095018,
PMP210U,Undercounter Basin,9340379098651,
PMP270,Sottovale 46 Undercounter Basin,9340379002016,
PMP275,Sottovale 41 Undercounter Basin,9340379002023,
PMP290,Catino Bench Basin,9340379002054,
PMP295,Ovale Bench Basin,9340379002061,
PMP320,Elli Undercounter Basin,9340379095025,
PMP325,Elli Bench Basin,9340379013005,
PMP3301/A,Elli Bench Basin 1 Tap Hole,9340379001866,
PMP360,Ovino Bench Basin,9340379002092,
PMP365,Baby Catino Bench Basin,9340379002108,
PMP400,Nettino Undercounter Basin 460x300x180mm,9340379095445,
PMP57821,Avalon Semi Recessed Basin 1 Tap Hole,9340379000500,
PN360,Envy Urinal,9340379002481,
PN360-A,Envy Urinal with Urine detecting flush system,9340379022236,
PN360-B,Envy Urinal with wall sensor flush system,9340379022199,
PN5320,Deco Soft Close Seat (Lift off Hinge),9340379009541,
PN5770,Linfa 70 Soft Close Seat (Centric Lift off Hinge 70ø),9340379095001,
y-PN610,Ellisse Mk II Wall Faced Pan Rimless (including Soft Close Seat),9340379018611,
PN620,Ellisse Mk II Wall Hung Pan Rimless (including Soft Close Seat),9340379018628,
PO10036K,Pure Bianco Slim 1000 Floor Cabinet (Matt White),9340379016907,
PO10046K,Pure Bianco 1000 Floor Cabinet (Matt White),9340379016853,
PO12046KD,Pure Bianco 1200 Floor Cabinet DOUBLE (Matt White),9340379016877,
PO12046KS,Pure Bianco 1200 Floor Cabinet SINGLE (Matt White),9340379016860,
PO6036K,Pure Bianco Slim 600 Floor Cabinet 2 Drawers (Matt White),9340379016884,
PO6036KF,Pure Bianco Slim 600 Floor Cabinet 2 Doors (Matt White),9340379016914,
PO6046K,Pure Bianco 600 Floor Cabinet (Matt White),9340379016839,
PO-700M-MB,Pure Oval 700 Mirror Matt Black,9340379014354,
PO-700M-SGW,Pure Oval 700 Mirror (SGW),9340379014262,
PO8036K,Pure Bianco Slim 800 Floor Cabinet (Matt White),9340379016891,
PO8046K,Pure Bianco 800 Floor Cabinet (Matt White),9340379016846,
PP.00.CH.02,Envy Top Assemblies Matt Black,9340379018529,
PP.00W.CH.01,Envy Top Assemblies Only Matt White,9340379011278,
PP.00W.CH.41,Envy Top Assemblies Only Brushed Nickel,9340379007288,
PP.01-1H,Envy Basin Mixer,9340379010912,
PP.01-1H.01,Envy Basin Mixer Matt White ,9340379012077,
PP.01-1H.02,Envy Basin Mixer Matt Black,9340379012060,
PP.01-1H.31,Envy Basin Mixer Brushed Chrome,9340379015382,
PP.01-1H.40,Envy Basin Mixer Pewter,9340379015337,
PP.01-1H.41,Envy Basin Mixer Brushed Nickel PVD,9340379017850,
PP.01-1H.47,Envy Basin Mixer Aged Brass,9340379012695,
PP.01-1H.50,Envy Basin Mixer Brushed Fucile,9340379018352,
PP.01-1H.58,Envy Basin Mixer Brushed Bronze,9340379007776,
PP.01-1HB,Envy Bidet Mixer,9340379010882,
PP.01-1HD.22,Envy Basin Mixer with Extended Lever Brushed Black Chrome PVD,9340379012848,
PP.01-1HD.41,Envy Basin Mixer with Extended Lever Brushed Nickel,9340379007226,
PP.01-1HD.50,Envy Basin Mixer with Extended Lever Fucile,9340379008551,
PP.01-1HD.52,Envy Basin Mixer with Extended Lever Antique Bronze,9340379001170,
PP.01-1HH,Envy High Basin Mixer,9340379012152,
PP.01-1HH.46,Envy High Basin Mixer Brushed Brass PVD,9340379013418,
PP.01-1HR,Envy Basin Mixer w/ Round Spout,9340379010776,
PP.01-1HR.02,Envy Basin Mixer w/ Round Spout Matt Black,9340379012473,
PP.01-1HR.22,Envy Basin Mixer w/ Round Spout Brushed Black Chrome PVD,9340379012831,
PP.01-1HR.50,Envy Basin Mixer w/ Round Spout Fucile,9340379017843,
PP.01-1HS,Envy Basin Mixer w/ Square Spout,9340379010783,
PP.01-1HS.02,Envy Basin Mixer w/ Square Spout Matt Black,9340379012480,
PP.01-2Q190-D,Dress Fittings for Envy Wall Mixer with 190mm Spout on Rectangle Plate,9340379011230,
PP.01-2Q190-D.02,Dress Fittings for Envy Wall Mixer with 190mm Spout on Plate Matt Black,9340379012596,
PP.01-2Q190-D.50,Dress Fittings for Envy Wall Mixer with 190mm Spout on Plate Fucile,9340379018406,
PP.01-2RF190-D,Dress Fittings for Envy Wall Mixer with 190mm Spout (Individual Flanges),9340379012824,
PP.01-2RF190-D.02,Dress Fittings for Envy Wall Mixer with 190mm Spout Matt Black,9340379018581,
PP.01-2RF190-D.46,Dress Fittings for Envy Wall Mixer w/ 190mm Spout Brushed Brass PVD,9340379018680,
PP.01-3HSC.143,Envy Basin Set with Round Swivel Spout Polished Nickel,9340379010745,
PP.01-3W190,Envy Wall Basin/Bath Set with 190mm Spout,9340379018345,
PP.01-3W190.143,Envy Wall Basin Set with 190mm Spout Polished Nickel,9340379010752,
PP.01-3W190.50,Envy Wall Basin Set with 190mm Spout Fucile,9340379018482,
PP.01-3W190-D.41,Envy Wall Basin/Bath Set with 190mm Spout (No Spindles) Brushed Nickel,9340379007295,
PP.02HSC,Envy Round Swivel Spout,9340379018321,
PP.02HSC.02,Envy Round Swivel Spout Matt Black,9340379018314,
PP.02WF190,Envy Wall Spout 190mm,9340379010820,
PP.02WF190.01,Envy Wall Spout 190mm Matt White,9340379010837,
PP.02WF190.02,Envy Wall Spout 190mm Matt Black,9340379010844,
PP.02WF190.31,Envy Wall Spout 190mm Brushed Chrome,9340379015436,
PP.02WF190.40,Envy Wall Spout 190mm Pewter,9340379010875,
PP.02WF190.41,Envy Wall Spout 190mm Brushed Nickel,9340379017867,
PP.02WF190.50,Envy Wall Spout 190mm Fucile,9340379017812,
PP.04-D,Dress Fittings for Envy Diverter Wall Mixer,9340379011339,
PP.04-D.01,Dress Fittings for Envy Diverter Wall Mixer Matt White,9340379011209,
PP.04-D.02,Dress Fittings for Envy Diverter Wall Mixer Matt Black,9340379011216,
PP.04-D.022,Dress Fittings for Envy Wall Mixer with 2-Way Diverter Brushed Black Chrome,9340379012855,
PP.04-D.31,Dress Fittings for Envy Wall Mixer with 2-Way Diverter Brushed Chrome,9340379015429,
PP.04-D.41,Dress Fittings for Envy Wall Mixer with 2-Way Diverter Brushed Nickel,9340379017874,
PP.04-D.46,Dress Fittings for Envy Diverter Wall Mixer Brushed Brass PVD,9340379018697,
PP.04-D.50,Dress Fittings for Envy Diverter Wall Mixer Fucile,9340379018420,
PP.04Q-D,Dress Fittings for Envy Diverter Wall Mixer (Square Backplate),9340379011292,
PP.04Q-D.50,Dress Fittings for Envy Diverter Wall Mixer (Square Backplate) Fucile,9340379018369,
PP.05-D,Dress Fittings for Envy Wall Mixer,9340379011322,
PP.05-D.01,Dress Fittings for Envy Wall Mixer Matt White,9340379012091,
PP.05-D.02,Dress Fittings for Envy Wall Mixer Matt Black,9340379012084,
PP.05-D.31,Dress Fittings for Envy Wall Mixer Brushed Chrome,9340379015405,
PP.05-D.40,Dress Fittings for Envy Wall Mixer Pewter,9340379018598,
PP.05-D.41,Dress Fittings for Envy Wall Mixer Brushed Nickel,9340379017881,
PP.05-D.50,Dress Fittings for Envy Wall Mixer Fucile,9340379018444,
PP.05-D.52,Dress Fittings for Envy Wall Mixer Antique Bronze,9340379001132,
PP.05-D.63,Dress Fittings for Envy Wall Mixer Rose Gold,9340379001071,
PP.05-D.66,Dress Fittings for Envy Wall Mixer Flemish Copper,9340379002399,
PP.05WD-D.41,Dress Fittings for Envy Wall Mixer with Extended Lever Brushed Nickel,9340379007219,
PP.05WD-D.50,Dress Fittings for Envy Wall Mixer with Extended Lever Fucile,9340379008506,
PP.06-2HSC.02,Envy Hob Mixer and Round Spout Matt Black,9340379018307,
PP.06-2HSC.40,Envy Hob Mixer and Round Spout Pewter,9340379010578,
PP.06-2HSC.47,Envy Hob Mixer and Round Spout Aged Brass,9340379010868,
PP.06-2HSC.52,Envy Hob Mixer and Round Spout Antique Bronze,9340379001149,
PP.06-2HSC.63,Envy Hob Mixer and Round Spout Rose Gold,9340379001088,
PP.06-2HSC.66,Envy Hob Mixer and Round Spout Flemish Copper,9340379002405,
PP.07-1HO,Envy Kitchen Mixer w/ Pull Out Spray,9340379011018,
PP.07-1HR,Envy Kitchen Mixer w/ Round Spout,9340379010981,
PP.07-1HR.01,Envy Kitchen Mixer w/ Round Spout Matt White,9340379012039,
PP.07-1HR.02,Envy Kitchen Mixer w/ Round Spout Matt Black,9340379012022,
PP.07-1HR.31,Envy Kitchen Mixer w/ Round Spout Brushed Chrome,9340379015375,
PP.07-1HR.40,Envy Kitchen Mixer w/ Round Spout Pewter,9340379010738,
PP.07-1HR.41,Envy Kitchen Mixer w/ Round Spout Brushed Nickel,9340379007325,
PP.07-1HR.43,Envy Kitchen Mixer w/ Round Spout Polished Nickel,9340379011261,
PP.07-1HR.46,Envy Kitchen Mixer w/ Round Spout Brushed Brass PVD,9340379002283,
PP.07-1HR.47,Envy Kitchen Mixer w/ Round Spout Aged Brass,9340379012701,
PP.07-1HR.50,Envy Kitchen Mixer w/ Round Spout Fucile,9340379018383,
PP.07-1HR2,Envy Kitchen Mixer w/ Round Spout (Lever at Front),9340379011001,
PP.07-1HR2.50,Envy Kitchen Mixer w/ Round Spout (Lever at Front) Fucile,9340379095056,
PP.07-1HRO,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray,9340379011254,
PP.07-1HRO.02,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray Matt Black,9340379001347,
PP.07-1HRO.31,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray Brushed Chrome,9340379011247,
PP.07-1HRO.41,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray Brushed Nickel,9340379007202,
PP.07-1HRO.46,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray Brushed Brass PVD,9340379096251,
PP.07-1HRO.50,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray Fucile,9340379007233,
PP.07-1HRO.52,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray Antique Bronze,9340379001156,
PP.07-1HRO.63,Envy Arch Kitchen Mixer w/ Round Spout Pull Out Spray Rose Gold,9340379001095,
PP.07-1HRO2.50,Envy Arch Kitchen Mixer w/Round Spout Pull Out Spray (Lever at Front) Fucile PVD,9340379095049,
PP.07-1HS,Envy Kitchen Mixer w/ Square Spout,9340379010998,
PP.07-1HS.01,Envy Kitchen Mixer w/ Square Spout Matt White,9340379012053,
PP.07-1HS.02,Envy Kitchen Mixer w/ Square Spout Matt Black,9340379012046,
PP.07-1HS.40,Envy Kitchen Mixer w/ Square Spout Pewter,9340379015658,
PP.07-1HS.41,Envy Kitchen Mixer w/ Square Spout Brushed Nickel,9340379017898,
PP.07-1HS.46,Envy Kitchen Mixer w/ Square Spout Brushed Brass PVD,9340379001262,
PP.07-1HS.47,Envy Kitchen Mixer w/ Square Spout Aged Brass,9340379012718,
PP.07-1HS2,Envy Kitchen Mixer w/ Square Spout (Lever at Front),9340379015450,
PP.08-1F,Envy Bath Filler with Mixer,9340379010790,
PP.08-1F.02,Envy Bath Filler with Mixer Matt Black,9340379012442,
PP.08-1F.52,Envy Bath Filler with Mixer Antique Bronze,9340379001163,
PP.08-1F.66,Envy Bath Filler with Mixer Flemish Copper,9340379002412,
PP.08-1F.E,Envy Bath Filler with Mixer (Gooseneck Spout),9340379012459,
PP.08-1F.E.01,Envy Bath Filler with Mixer (Gooseneck Spout) Matt White,9340379018550,
PP.08-1F.E.02,Envy Bath Filler with Mixer (Gooseneck Spout) Matt Black,9340379012466,
PP.08-1F.E.41,Envy Bath Filler with Mixer (Gooseneck Spout) Brushed Nickel,9340379007301,
